default,student,loan,income
0,0,355,29893
0,0,657,47044
0,0,1445,54599
0,0,1456,30333
0,1,501,19468
0,1,1155,18442
0,0,804,46869
0,1,1474,17817
0,0,1345,30176
0,1,546,13021
0,0,1134,37658
0,0,212,32283
0,0,425,22327
0,0,658,39243
0,0,1024,42336
0,0,816,31752
0,1,953,14062
0,0,906,35877
0,0,623,42035
0,0,287,45953
0,1,1311,16743
0,1,1510,16778
0,0,1616,33046
0,0,710,32650
0,0,1214,45663
0,0,1004,52822
0,0,36,44603
0,0,1349,51189
1,0,1855,38406
0,0,126,33964
0,1,987,13002
0,1,1128,15187
1,0,1436,18811
0,0,0,41565
0,1,1069,20804
0,0,0,62129
0,1,569,17292
0,0,1609,41572
0,0,885,48754
0,1,887,21793
0,0,1358,49904
0,0,216,22255
0,1,410,25574
0,0,1147,40871
0,1,1262,24798
0,0,778,39360
0,0,444,43425
0,0,827,16125
0,0,205,42077
0,0,820,38457
0,0,1386,31740
0,0,699,28683
0,0,756,33297
0,0,740,47350
0,0,220,37451
0,1,459,18444
0,0,0,36585
0,0,102,23477
0,0,215,47816
0,0,906,45720
0,0,736,18373
0,0,944,34546
0,0,1071,40758
0,0,1345,43322
0,1,250,17440
0,0,266,60183
0,0,1006,27002
0,1,1670,14747
0,1,292,7105
0,0,382,31751
0,1,852,14726
0,0,1375,42558
0,0,817,40949
0,0,819,49111
0,1,1026,25394
0,0,853,58758
0,1,1200,10818
0,0,1037,43368
0,0,0,28364
0,0,357,35623
0,1,970,20570
0,0,812,33655
0,0,92,44337
0,0,1396,46379
0,0,73,50787
0,0,1168,27823
0,1,1098,16837
1,0,1550,47916
0,0,1039,26217
0,0,310,54946
0,0,1478,36710
0,0,80,34417
0,0,1219,34310
0,0,813,43980
0,0,557,35067
0,0,1688,32723
0,0,1138,21103
0,0,856,40394
0,0,1126,35126
0,0,541,29520
0,0,683,43142
0,0,539,35634
0,1,1306,28929
0,0,735,25305
0,1,344,14256
0,0,1061,36921
0,0,849,38742
0,1,1245,16773
1,0,1564,51705
1,1,1433,18088
0,1,1239,10515
0,0,626,53655
0,1,1682,20060
1,1,1681,10155
0,0,603,70022
0,0,681,37287
0,1,966,27960
0,1,539,17824
0,0,921,25350
0,1,1325,21488
0,0,0,46715
0,1,900,22987
0,0,695,31779
0,1,1271,15069
0,0,1389,54936
0,0,636,21297
0,0,485,39775
0,0,1185,42970
0,0,657,32225
0,0,1085,36909
0,0,1310,36851
0,0,848,40982
0,0,0,35600
0,0,78,56254
0,1,252,11758
0,0,871,31771
0,1,919,14305
0,0,0,31775
0,0,450,36121
0,1,1079,14223
0,1,320,14185
0,0,799,34294
0,0,1207,25646
0,0,0,39830
0,0,604,44664
0,0,672,33851
0,1,959,16082
0,0,670,24266
0,0,587,33732
0,1,602,11020
0,1,938,19962
0,0,1503,53130
0,0,1063,34642
0,0,512,36797
0,0,927,61938
0,1,1004,13422
0,0,368,50026
0,1,257,22167
0,1,1778,21574
0,0,718,49347
0,1,532,17705
0,1,1347,16105
0,0,334,40156
0,0,0,36180
0,1,774,10334
0,0,779,38388
0,0,882,62223
0,0,1563,31126
0,0,991,37597
0,0,431,38372
0,0,806,40454
0,0,439,32762
0,1,1458,17366
0,0,366,30632
0,0,708,35268
0,1,244,19773
0,0,904,20444
0,1,1031,24636
0,0,914,40659
0,0,1047,39222
0,0,884,30520
0,0,435,39099
0,1,37,16942
0,0,189,36707
0,0,366,40905
0,1,1092,14660
0,0,733,39024
0,0,594,28723
0,1,605,14897
0,0,1733,30323
0,0,577,43585
0,0,0,38626
0,0,55,32280
0,0,76,60827
0,0,551,27224
0,1,1344,17280
0,0,1350,26450
0,0,866,35141
0,0,6,46931
0,0,501,45368
1,0,1488,36457
0,0,1463,60296
1,1,1568,19173
0,0,772,42139
0,1,1535,17085
0,1,801,14680
0,0,1724,32611
0,0,0,50259
0,1,1277,19675
0,0,787,33290
0,1,232,13702
0,0,174,53965
0,0,1185,40959
0,0,1308,32216
0,0,203,53056
0,0,1092,32122
1,1,1903,12464
0,1,1004,16456
0,0,367,60456
0,1,1149,23813
0,0,0,33272
0,0,476,37627
0,1,478,22754
0,1,971,19097
0,0,1269,42013
0,0,658,40807
0,0,0,47448
1,0,1662,21871
1,0,2075,40882
0,0,916,24243
0,1,1048,20659
0,0,988,49542
0,0,535,44449
0,0,1058,26628
0,0,1023,43699
0,0,749,53711
0,1,1143,17368
0,1,1269,18552
0,0,0,35283
0,1,723,17624
0,0,1000,40272
0,1,1070,10722
0,1,1391,18309
0,0,1076,22982
0,0,549,38094
1,1,2110,17775
0,1,649,10524
0,0,863,58120
0,0,862,39272
0,0,567,22305
0,1,643,14763
0,1,1046,23335
0,0,738,43693
0,1,0,11538
0,1,1138,22111
0,0,463,50230
0,0,1006,42689
0,0,584,36677
0,0,1315,30067
0,0,0,30236
0,1,1006,10887
0,0,114,32804
0,0,968,26211
0,0,0,45486
0,0,651,51583
0,0,1035,53066
0,1,59,20915
0,0,0,60481
0,1,1190,16241
0,0,38,48740
0,0,652,48639
0,0,1530,40977
0,0,627,42139
0,1,757,26674
0,1,497,21059
0,1,396,19541
0,0,1591,36242
0,1,1332,20672
0,0,36,37016
0,0,338,32667
0,1,992,22325
0,1,1123,20786
0,0,744,37334
0,0,1112,43659
0,0,970,40142
0,0,975,25347
0,1,286,26875
0,0,597,30765
0,0,1418,38015
0,1,1055,24188
0,0,1001,44801
0,0,771,44810
0,1,673,22788
1,0,1512,53507
0,0,602,31523
0,1,1317,12166
0,0,122,46609
0,0,840,51351
0,1,1766,18053
0,1,1753,15597
0,0,1148,40516
0,0,1839,38104
0,0,1208,32430
0,0,952,49137
0,0,1251,45205
0,0,216,55278
0,0,1294,40768
0,0,463,46760
0,0,815,26231
0,0,855,34464
0,0,1062,35781
0,0,1035,67451
0,0,880,60206
0,0,847,37304
0,0,529,50195
0,0,1163,38903
0,0,570,40987
0,0,0,29255
0,1,673,20926
0,0,1728,33488
0,0,1286,43507
0,1,1512,22794
0,0,677,24990
0,0,1011,36299
0,1,613,17665
0,1,1134,18992
0,0,296,30602
0,0,207,14909
0,1,1195,18943
0,0,1551,44597
0,0,1210,29460
0,0,408,47826
0,0,1562,56615
0,0,603,42798
0,1,640,14939
0,0,928,39934
0,1,1437,14418
0,0,553,48268
0,0,839,43214
0,1,1249,14025
0,0,930,34535
0,0,1199,40275
0,0,480,24806
0,0,1523,44603
0,0,991,44966
0,0,891,14328
0,0,678,40804
0,0,1462,29574
0,0,0,48781
0,1,490,24403
0,1,2216,24737
0,0,1336,22246
0,0,355,36889
0,1,1095,15618
0,1,1969,23674
0,0,1274,41944
0,0,224,33542
0,1,781,18302
0,0,1361,46420
0,0,211,34469
0,0,672,26431
0,0,275,28266
0,0,306,30587
0,0,294,35946
0,0,394,52725
0,0,1002,49319
0,0,358,29711
0,0,959,55090
0,0,734,49129
0,0,325,32962
0,0,910,47299
0,0,497,38316
0,0,417,53256
0,1,1525,21427
0,0,125,45764
0,0,0,52069
0,0,855,39190
0,0,796,27278
0,0,1045,41726
0,0,1691,55413
0,0,936,34067
0,0,306,36813
0,0,698,21903
0,0,974,45941
0,0,455,45611
0,1,1134,26119
0,0,598,42734
0,0,615,45793
0,0,1270,47818
0,0,957,50834
0,1,1095,18088
0,0,144,54411
0,1,604,21188
0,0,0,38954
0,0,0,37825
0,1,1180,18954
0,0,338,36787
0,0,856,40413
0,0,438,55721
0,1,597,17397
0,1,1725,19916
0,0,620,39050
0,0,628,56266
0,0,187,36718
0,1,1093,12179
0,0,684,42438
0,0,963,33110
0,0,191,53691
0,0,68,52324
0,0,1337,33149
0,0,372,53695
0,0,1095,36282
0,0,813,59309
0,0,32,42192
0,0,656,37268
0,0,1340,37464
0,0,881,41729
0,0,685,27951
0,0,1158,61055
0,0,945,38739
0,1,466,15626
0,0,1000,51386
0,0,1144,48045
0,1,669,16805
0,1,839,21407
0,1,1385,23084
0,1,1401,21811
0,0,1591,37501
0,0,54,46662
0,0,863,36774
0,0,712,29546
0,0,909,40757
0,0,779,31711
0,1,99,16725
0,0,1081,32345
0,0,1124,27521
0,0,923,33122
0,0,1096,30653
0,0,1000,51421
0,0,0,16602
0,1,518,12674
0,0,1462,38559
0,0,699,41723
0,1,1241,4665
0,0,1381,52665
0,0,562,40555
0,0,1123,47141
0,1,736,13757
0,0,643,45926
0,0,1141,44333
0,1,1274,20104
0,1,1306,20776
0,1,841,15406
0,0,289,46551
0,0,758,33221
0,0,931,46501
1,1,2177,17660
0,0,0,24893
0,1,566,21042
0,0,1076,23633
0,1,1032,18668
0,1,768,15418
0,1,690,19274
0,0,470,51308
0,0,618,50178
0,1,1779,15690
0,0,0,47670
1,0,1928,35492
0,0,1124,56218
0,0,795,41034
0,1,1428,19818
1,0,1029,40347
0,0,1006,50502
0,0,692,45421
0,0,525,41268
0,0,494,37409
0,0,1521,37511
0,0,665,47062
0,1,1520,18462
0,0,1095,34191
0,0,735,44933
0,0,682,33327
0,0,376,50748
1,0,2038,43016
0,1,1630,14233
0,1,0,21882
0,0,184,36732
0,0,350,39391
0,0,674,49170
0,0,83,42048
0,0,1247,50540
0,1,641,29237
0,0,273,52493
0,0,0,35377
0,0,804,33418
0,0,1248,37470
0,0,0,40348
0,1,1307,19382
0,0,0,45793
0,0,1186,50354
0,1,1038,18770
1,1,1878,17473
0,0,736,36314
0,0,260,33552
0,1,1104,14226
0,1,886,10379
0,0,221,43073
0,0,1098,29403
0,0,0,38687
0,0,827,46946
0,0,570,38982
0,0,1316,45309
0,0,87,51258
0,0,1459,24851
0,0,1243,41185
0,0,791,41909
0,0,1997,50274
0,0,961,29304
0,0,647,28837
